,0_SD7449_H041_pH7,1_SD7450_H042_pH7,2_SD7451_H043_pH7,3_SD7452_H044_pH7,4_SD7453_H045_pH7,5_SD7454_H046_pH7,6_SD7455_H048_pH7,7_SD7456_H049_pH7,8_SD7458_H051_pH7,9_SD7460_H053_pH7,10_SD7461_H054_pH7,11_SD7462_H055_pH7,12_SD7463_H056_pH7,13_SD7464_H057_pH7,14_SD7465_H058_pH7,16_SD7467_H061_pH6.5,17_SD7468_H062_pH6.5,18_SD7469_H063_pH6.5,19_SD7470_H065_pH6.5,20_SD7471_H067_pH6.5,21_SD7472_H068_pH6.5,22_SD7473_H069_pH6.5,23_SD7474_H070_pH6.5,24_SD7475_H071_pH6.5,25_SD7476_H072_pH6.5,26_SD7477_H073_pH6.5,27_SD7478_H074_pH6.5,28_SD7479_H075_pH6.5,29_SD7480_H076_pH6.5,30_SD7481_H077_pH6.5,31_SD7482_H078_pH6.5,32_SD7483_H079_pH6.5,33_SD7484_H080_pH6.5,34_SD7485_H081_pH6,36_SD7487_H085_pH6,37_SD7488_H086_pH6,38_SD7489_H087_pH6,39_SD7490_H089_pH6,40_SD7491_H090_pH6,41_SD7492_H091_pH6,42_SD7493_H092_pH6,43_SD7494_H093_pH6,44_SD7495_H094_pH6,45_SD7496_H095_pH6,46_SD7497_H096_pH6,47_SD7498_H097_pH6,48_SD7499_H098_pH6,49_SD7500_H099_pH6,50_SD7501_H100_pH6,51_SD7502_H101_pH5.5,52_SD7503_H102_pH5.5,53_SD7504_H103_pH5.5,54_SD7505_H104_pH5.5,55_SD7506_H105_pH5.5,56_SD7507_H106_pH5.5,57_SD7508_H107_pH5.5,58_SD7509_H109_pH5.5,59_SD7510_H110_pH5.5,60_SD7511_H111_pH5.5,61_SD7512_H113_pH5.5,62_SD7513_H114_pH5.5,63_SD7514_H115_pH5.5,64_SD7515_H116_pH5.5,65_SD7516_H117_pH5.5,66_SD7517_H119_pH5.5,67_SD7518_H120_pH5.5,68_SD7519_S121,69_SD7520_S122,70_SD7521_S123,71_SD7522_S124,72_SD7523_S125,73_SD7524_S126,74_SD7525_S127,75_SD7526_S128,76_SD7527_S129,77_SD7528_S130,78_SD7529_S131,79_SD7530_S132,80_SD7531_S133,81_SD7532_S134,82_SD7533_S135,83_SD7534_S136,84_SD7535_S137,85_SD7536_S138,86_SD7537_S139,87_SD7538_S140,88_SD7539_S141,89_SD7540_S142,90_SD7541_S143,91_SD7542_S144,93_SD7544_S146,94_SD7545_S147,95_SD7546_S148,96_SD7547_S149,97_SD7548_S150,98_SD7549_S151,99_SD7550_S152,100_SD7551_S153,101_SD7552_S154,102_SD7553_S155,103_SD7554_S156,104_SD7555_S157,105_SD7556_S158,106_SD7557_S159,107_SD7558_S160,108_SD7559_S161,109_SD7560_S162,110_SD7561_S163,111_SD7562_S164,112_SD7563_S165,113_SD7564_S166,114_SD7565_S167,115_SD7566_S168,116_SD7567_S169,117_SD7568_S170,118_SD7569_S171,119_SD7570_S172,120_SD7571_S173,121_SD7572_S174,122_SD7573_S175
gtdb_r207_narB,938.75,786.2,1458.0,538.43,430.88,429.33,575.14,575.14,461.38,1003.75,612.67,1071.0,440.25,685.0,1071.0,1071.0,450.75,734.0,375.0,718.0,786.2,493.0,575.14,685.0,493.0,538.43,575.14,4007.0,NA,641.5,493.0,493.0,1071.0,1458.0,685.0,839.2,786.2,493.0,378.6,786.2,685.0,839.2,839.2,685.0,735.0,1367.0,1279.0,786.2,1071.0,506.0,735.0,599.5,493.0,685.0,315.36,491.14,558.0,834.75,685.0,526.14,503.0,938.75,558.0,1003.75,267.09,538.43,392.33,329.5,315.33,735.0,233.58,251.33,253.55,253.55,374.0,436.0,266.09,382.43,430.88,491.14,491.14,446.14,446.14,227.5,266.09,432.5,228.0,201.11,172.21,337.27,251.33,376.0,457.43,127.3,200.09,182.83,310.38,457.43,251.0,225.0,257.0,304.5,211.75,187.5,187.55,129.1,217.09,131.67,278.14,215.43,786.2,323.67,230.6,175.0,227.0,106.5,207.67,106.09,136.25,137.25
gtdb_r207_narC,186.0,231.55,230.0,259.33,171.0,293.09,227.0,232.23,250.0,203.19,272.77,256.08,208.06,520.0,329.5,251.0,310.0,283.5,199.27,293.15,271.1,218.07,242.93,286.0,239.08,341.0,234.57,249.0,NA,171.08,298.5,512.12,256.67,427.67,180.67,168.35,343.0,479.12,189.79,388.11,270.25,185.4,596.0,188.94,264.75,294.08,519.0,228.53,273.09,227.19,368.0,149.62,246.4,313.11,343.0,192.0,340.43,215.75,225.67,240.08,249.1,289.11,191.83,344.25,343.6,258.25,214.62,200.75,163.0,266.5,183.5,178.25,144.15,205.09,176.25,126.11,224.5,189.83,188.12,282.33,261.23,180.67,285.62,250.1,176.0,148.83,156.3,118.33,82.91,171.08,155.77,127.08,132.3,104.0,91.46,123.4,145.15,190.23,114.24,106.94,162.4,112.21,96.4,95.16,84.91,68.46,105.0,114.67,121.67,155.11,186.4,102.0,182.0,116.5,81.2,77.07,103.38,100.15,141.0,111.1
gtdb_r207_narG_nxrA,260.56,486.33,317.07,233.38,193.06,223.33,249.59,258.25,305.0,280.71,384.15,383.15,263.23,267.32,244.35,270.12,281.0,303.4,443.09,304.0,293.21,259.24,513.91,392.07,247.71,833.5,291.56,290.59,NA,321.4,253.75,219.65,409.36,217.56,298.2,259.0,334.0,338.83,308.56,210.0,219.07,412.0,347.23,296.5,253.75,346.67,316.0,382.58,375.75,269.44,263.5,142.91,295.09,313.23,314.23,148.9,246.4,245.3,264.75,210.35,178.08,330.5,220.4,221.06,225.0,168.56,217.56,157.32,224.77,231.0,205.06,183.0,200.27,174.5,176.88,135.06,117.24,312.5,207.15,236.0,230.0,208.43,234.0,167.56,258.24,202.77,125.75,102.07,148.2,268.5,126.75,149.5,148.5,82.5,146.83,137.57,135.33,364.11,162.8,164.18,169.71,90.21,104.35,112.1,66.88,95.0,71.11,76.4,155.6,157.6,207.37,272.43,116.71,79.07,92.55,NA,112.5,139.25,95.2,225.38
gtdb_r207_narH_nxrB,194.43,134.88,241.2,120.3,190.12,132.0,218.0,131.27,141.62,193.5,147.67,131.25,131.25,184.67,151.0,138.1,194.43,413.33,106.27,164.0,79.0,209.43,112.11,194.5,108.33,83.55,94.0,320.33,NA,196.2,159.43,270.2,157.0,204.0,204.0,164.17,218.0,148.43,190.12,186.67,335.0,117.0,136.0,250.0,264.25,179.0,166.14,194.5,164.0,159.43,232.25,130.0,93.77,222.2,260.0,201.5,187.14,187.67,181.0,84.15,121.0,124.75,240.2,101.5,137.0,156.0,177.75,116.12,97.0,151.0,120.38,137.5,142.14,148.6,193.5,160.43,113.86,102.67,222.2,115.6,259.0,130.25,70.2,97.0,141.62,91.75,72.5,72.5,71.33,94.67,80.86,82.0,53.12,114.6,97.0,174.33,106.43,87.27,161.43,72.5,165.0,75.17,63.67,52.12,36.33,53.25,50.12,42.57,43.0,80.2,110.0,126.0,49.0,53.0,97.0,41.14,67.0,68.0,95.0,49.0
gtdb_r207_narI,25.0,104.2,57.14,NA,NA,42.0,NA,NA,65.67,NA,NA,65.67,NA,55.43,26.77,NA,NA,65.0,NA,68.33,NA,152.0,57.14,33.43,NA,104.2,51.86,51.38,NA,61.88,62.0,58.14,NA,62.0,48.12,73.0,65.0,38.55,54.5,NA,72.5,59.67,46.0,161.0,91.0,53.0,110.86,72.0,83.0,73.0,47.0,55.2,67.0,41.46,115.25,93.38,71.5,65.0,65.62,47.0,NA,50.0,54.0,54.0,51.38,124.0,65.25,62.67,63.0,54.2,80.5,50.67,48.12,76.2,48.1,28.86,69.75,91.0,68.14,52.2,124.0,55.14,75.2,37.6,86.75,93.5,NA,NA,27.43,38.5,47.43,41.2,64.0,NA,57.5,28.5,45.0,50.0,37.0,NA,30.86,26.5,101.5,34.43,32.43,58.0,30.0,68.33,38.08,63.25,41.33,32.0,30.33,76.5,35.14,NA,30.11,33.33,31.17,71.75
gtdb_r207_narJ,NA,80.0,51.0,NA,NA,42.36,NA,NA,NA,NA,45.11,72.1,NA,34.43,54.43,NA,NA,69.5,NA,45.14,47.75,45.0,108.0,171.33,48.12,76.62,NA,65.0,NA,42.6,66.0,115.25,39.67,77.2,44.11,69.5,88.75,46.14,72.11,NA,123.0,54.5,101.0,104.67,69.14,99.0,77.86,NA,76.86,61.0,90.0,99.0,102.0,40.12,60.3,81.5,55.5,78.2,NA,41.2,NA,113.33,54.43,92.0,60.88,72.5,100.0,55.75,34.1,72.43,98.0,NA,57.14,35.1,48.43,37.6,79.5,40.0,140.17,113.25,57.25,70.0,45.43,52.5,71.0,44.11,74.5,NA,63.0,40.12,NA,30.0,NA,NA,45.0,88.75,NA,71.0,NA,NA,NA,35.14,28.88,27.2,NA,41.5,36.5,NA,25.6,46.75,NA,NA,NA,27.0,42.5,NA,22.6,48.0,29.0,56.5
gtdb_r207_nasA,1003.67,552.5,1058.17,939.43,671.11,815.14,493.91,767.62,531.27,676.0,671.11,707.11,356.0,1291.2,892.0,453.83,727.75,727.75,767.62,563.0,427.0,939.43,714.38,1114.17,727.75,563.0,1058.17,939.43,NA,1359.2,939.43,671.11,1114.17,707.11,1641.25,1291.2,1114.17,1058.17,594.1,671.11,689.0,707.11,659.0,1359.2,560.0,1114.17,892.0,1225.0,594.1,489.0,624.33,389.77,1003.67,663.12,1181.2,671.11,404.23,382.15,503.5,412.08,671.11,1641.25,450.0,1039.5,368.15,356.0,567.62,362.07,524.33,563.0,483.8,445.25,429.33,329.91,467.09,578.5,429.33,503.5,542.1,624.33,786.0,767.62,432.27,446.11,428.1,493.6,306.1,150.5,362.11,950.67,646.5,315.08,317.88,115.32,228.11,249.71,199.55,382.15,394.3,304.0,273.12,167.71,198.0,335.83,144.83,134.69,179.75,125.14,230.38,279.0,532.8,188.8,343.6,280.15,188.12,112.21,177.06,161.5,190.65,265.27
gtdb_r207_nasB,732.5,1147.0,697.8,419.19,338.16,787.11,539.0,866.11,1337.0,493.21,988.88,1094.43,439.94,1316.0,988.88,372.32,1147.0,804.6,804.6,401.35,530.0,677.0,1579.0,651.33,943.38,1296.17,913.0,720.91,NA,592.58,1200.86,899.0,749.11,732.5,907.11,1200.86,732.5,907.11,884.12,804.6,768.1,1654.2,1421.67,1035.5,1200.86,1200.86,2971.33,708.6,1421.67,623.91,565.46,372.62,907.11,592.62,641.3,479.62,1421.67,645.27,530.0,408.18,566.0,565.46,677.0,907.11,812.67,621.58,565.46,656.09,401.46,804.6,387.71,712.11,761.0,344.56,614.36,536.27,432.0,536.83,697.8,1385.6,499.07,566.0,883.12,377.75,583.33,431.87,447.23,192.05,278.0,826.11,332.18,428.67,363.33,222.25,386.27,357.46,349.67,446.0,692.0,277.07,373.5,330.91,181.24,332.5,168.56,386.88,261.23,226.0,478.27,239.21,293.07,285.0,204.21,242.3,275.12,154.4,201.0,291.11,252.0,236.4
gtdb_r207_nifD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gtdb_r207_nifH,845.0,769.27,1334.86,487.0,670.0,623.58,820.3,652.0,633.75,896.6,1010.0,695.5,457.59,562.07,721.5,623.46,858.0,792.0,1038.5,501.24,845.0,858.0,883.0,633.23,1135.12,539.69,924.33,723.91,NA,1054.33,652.0,802.33,1038.5,501.24,1053.62,883.3,586.15,885.12,745.91,1022.5,458.59,757.55,558.23,516.5,594.62,975.25,995.14,596.55,1053.62,545.09,435.62,614.5,364.05,451.35,368.5,647.27,529.07,566.0,481.62,507.46,455.5,746.6,623.58,735.36,384.0,700.67,646.27,550.08,310.46,1124.0,350.67,312.47,596.55,441.71,378.0,617.67,827.88,318.75,724.67,441.08,493.0,311.06,438.71,409.58,301.5,329.9,213.17,242.91,388.6,497.77,324.08,165.05,348.25,249.93,186.65,393.55,320.07,377.0,412.67,225.33,390.71,475.1,233.5,240.08,188.08,174.0,211.0,207.77,305.0,190.94,565.33,331.5,271.2,318.91,249.36,136.68,247.0,350.67,340.11,188.4
gtdb_r207_nifK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gtdb_r207_nirA,163.88,182.38,157.62,121.0,166.14,249.0,249.0,151.5,233.17,208.67,215.14,414.75,163.88,193.43,200.5,322.25,233.17,193.43,185.67,135.67,224.5,121.0,224.5,718.0,224.5,334.0,259.17,163.88,NA,298.5,334.0,208.67,515.33,182.38,462.33,515.33,141.11,249.0,259.0,445.0,289.2,259.17,259.0,373.75,335.0,515.33,335.0,157.11,233.17,199.5,137.1,152.86,462.33,121.0,173.0,497.0,157.62,182.38,208.67,212.0,107.33,230.6,157.62,373.75,233.17,412.33,335.0,123.1,124.67,166.14,108.55,212.0,150.0,163.17,278.6,170.0,147.43,133.0,289.2,108.55,111.86,140.62,309.75,127.0,208.67,107.33,129.25,62.3,61.0,157.0,153.86,80.6,112.5,73.5,106.67,118.43,118.43,212.0,123.75,86.62,107.33,82.43,118.2,63.09,89.75,54.75,59.25,126.0,216.0,145.43,116.0,92.6,65.6,75.83,97.11,76.36,85.25,80.6,59.25,99.12
gtdb_r207_nirB,193.43,208.67,259.17,182.38,239.2,215.14,718.0,289.2,215.14,259.17,321.2,321.2,86.33,322.25,182.38,259.17,414.75,414.75,233.17,215.14,157.11,414.75,233.17,259.17,373.75,157.11,718.0,771.5,NA,373.75,233.17,718.0,215.14,182.38,215.14,414.75,321.2,515.33,414.75,298.5,414.75,571.33,233.17,414.75,289.2,414.75,233.17,289.2,215.14,259.17,335.0,233.17,321.2,373.75,157.11,360.25,515.33,233.17,163.88,163.88,157.11,571.33,289.2,515.33,321.2,173.0,321.2,799.5,193.43,215.14,462.33,242.0,259.17,233.17,462.33,163.88,515.33,208.67,289.2,182.38,321.2,173.0,215.14,164.17,137.1,215.14,96.58,97.8,159.43,215.14,155.0,249.0,141.14,157.0,101.1,151.5,120.91,193.43,128.0,159.43,77.46,193.2,219.75,113.86,91.0,134.0,120.2,123.14,147.43,149.0,233.17,67.0,128.0,149.0,52.38,59.0,58.25,116.5,138.5,80.6
gtdb_r207_nirD,77.91,161.0,77.91,NA,NA,133.88,67.0,NA,101.67,89.75,128.0,111.86,NA,149.0,100.1,142.17,88.5,140.14,123.67,84.5,73.36,169.0,94.38,97.11,67.67,193.2,105.67,73.11,NA,140.14,84.5,115.0,116.25,88.5,128.25,84.11,84.5,149.0,110.5,61.3,158.43,155.0,191.5,241.0,69.25,476.5,228.6,67.67,169.0,63.11,113.12,70.33,65.08,74.11,112.6,115.0,230.25,88.33,NA,NA,NA,111.86,92.67,177.2,97.0,95.8,149.0,43.93,NA,81.0,77.62,NA,117.5,77.62,47.21,131.5,106.2,53.0,74.1,104.0,83.43,135.5,89.75,NA,NA,161.0,NA,NA,NA,76.8,NA,48.0,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,51.67,NA,NA,32.88,NA,NA,34.25,NA,NA,NA,NA,31.17,NA,NA,NA,NA,NA
gtdb_r207_nirK,143.0,310.5,472.2,159.0,188.67,167.91,189.5,177.91,275.14,166.1,272.62,258.86,229.0,267.43,197.11,143.0,184.33,360.0,336.6,207.1,249.43,209.33,267.43,227.75,206.0,114.57,228.5,219.38,NA,207.1,576.33,209.33,513.2,284.0,202.67,229.0,477.25,190.67,161.5,383.17,166.88,179.75,249.62,296.75,123.33,394.6,202.67,143.0,372.0,219.38,242.14,133.93,462.0,472.2,183.33,190.67,830.33,162.55,95.06,186.38,235.0,177.91,147.77,303.0,148.0,117.6,151.6,147.77,196.43,164.43,84.77,59.87,132.0,143.62,189.5,82.8,94.15,138.67,243.14,258.86,191.14,149.67,115.0,181.0,82.91,113.0,94.17,64.0,92.5,146.0,91.14,62.1,75.91,38.75,84.0,91.14,60.24,125.91,119.0,113.0,124.2,54.5,56.09,83.6,108.0,58.1,49.12,43.0,101.0,61.14,166.0,142.2,56.43,170.33,81.0,NA,70.5,57.33,68.0,63.67
gtdb_r207_nirS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gtdb_r207_nod,47.43,183.6,65.67,55.75,43.5,67.0,114.25,51.38,93.0,55.2,45.75,89.17,37.38,60.67,85.0,61.88,104.2,69.33,72.43,95.0,179.25,100.0,168.33,65.0,64.0,68.5,77.86,59.6,NA,138.2,106.0,72.43,53.11,39.91,117.2,107.0,56.1,65.67,69.5,75.62,51.0,90.0,76.5,62.67,68.14,70.5,79.0,81.43,117.2,170.33,34.43,47.55,47.0,128.5,66.0,44.14,72.11,69.5,43.75,107.0,39.5,99.0,81.6,81.5,69.5,35.2,95.0,77.2,32.33,39.67,51.0,50.15,43.0,50.0,44.3,49.0,50.0,32.17,100.0,58.5,114.25,58.25,51.0,92.0,36.1,60.0,41.5,NA,38.5,47.43,31.75,46.0,26.0,26.33,23.0,52.33,48.0,56.5,48.0,NA,NA,16.0,40.0,30.0,16.0,19.0,18.25,42.5,27.0,49.33,NA,19.25,25.0,22.5,29.75,NA,29.0,27.25,19.25,21.6
gtdb_r207_norB,79.6,193.0,104.67,65.67,NA,145.6,70.5,110.86,215.0,93.5,50.0,91.67,115.25,69.33,62.11,73.43,58.0,80.0,163.0,130.5,134.5,192.2,52.0,93.5,75.62,138.2,121.75,68.33,NA,93.5,150.0,107.0,76.0,152.0,61.09,153.25,134.5,115.5,226.0,79.6,131.0,162.0,203.33,144.6,168.0,121.67,163.0,69.14,94.5,82.43,93.38,114.5,138.2,118.2,79.0,115.5,77.86,111.6,144.75,74.17,94.5,72.11,110.86,110.86,107.0,114.33,163.0,79.88,46.3,55.46,97.12,66.0,60.88,70.5,65.67,65.62,110.5,84.25,116.5,138.2,131.0,38.55,100.0,88.75,61.09,40.23,57.6,NA,36.14,192.0,59.0,37.17,53.2,32.75,45.75,59.0,33.0,78.5,26.0,NA,NA,19.0,26.0,35.5,26.0,9.0,27.0,28.0,43.5,27.0,56.6,30.0,39.0,40.0,20.67,NA,9.0,30.0,32.75,17.75
gtdb_r207_norC,489.75,307.5,380.2,445.0,380.2,489.75,612.0,255.86,673.0,380.2,380.2,489.75,197.0,673.0,1040.5,307.5,673.0,673.0,612.0,217.38,380.2,673.0,1040.5,489.75,673.0,445.0,2145.0,380.2,NA,1040.5,489.75,1040.5,2145.0,307.5,673.0,255.86,1040.5,380.2,380.2,380.2,307.5,1040.5,1954.0,380.2,1040.5,1040.5,673.0,489.75,489.75,489.75,612.0,1040.5,612.0,673.0,380.2,307.5,489.75,489.75,217.38,255.86,217.38,2145.0,612.0,307.5,380.2,489.75,1040.5,307.5,255.86,255.86,612.0,232.0,279.0,279.0,489.75,307.5,345.2,380.2,947.0,380.2,232.0,307.5,307.5,255.86,255.86,197.0,361.25,217.0,117.36,673.0,217.38,126.55,612.0,118.36,194.43,217.38,279.0,345.2,322.2,362.25,255.86,181.0,168.14,270.2,129.0,94.77,106.27,143.3,232.0,226.5,187.67,387.5,498.0,345.2,280.6,132.33,149.43,109.43,116.08,205.0
gtdb_r207_nosZ,51.5,127.0,154.0,79.55,69.5,67.0,88.75,69.5,215.0,160.0,80.0,144.43,NA,121.14,124.0,84.0,107.0,110.86,87.33,147.0,107.0,154.0,121.75,53.11,144.43,160.0,192.2,189.75,NA,154.0,264.0,79.6,76.62,145.6,107.0,239.0,110.86,189.75,76.62,127.0,79.6,80.0,110.86,152.2,69.91,192.2,218.75,180.25,250.0,93.38,57.1,161.0,144.43,88.2,81.43,59.0,109.5,168.0,79.6,128.0,NA,91.0,115.43,99.0,50.0,104.67,121.75,88.75,NA,76.62,66.0,69.33,94.25,45.0,73.43,46.0,81.43,75.17,168.0,62.0,154.25,58.25,59.67,99.0,100.0,65.62,62.2,NA,28.0,110.6,55.2,65.0,65.0,NA,60.0,81.6,NA,107.0,65.67,47.0,NA,35.2,37.11,60.0,NA,28.5,83.0,NA,50.86,33.75,82.43,83.6,33.43,50.0,32.43,NA,NA,56.0,132.0,46.0
gtdb_r207_nrfA,43.0,142.5,32.5,76.0,116.2,65.25,33.75,41.0,140.33,70.0,103.2,192.5,52.43,33.0,41.0,78.2,48.67,45.0,356.0,86.14,141.33,60.2,76.2,42.5,43.0,36.67,86.2,45.0,NA,86.2,86.2,136.5,93.25,56.6,92.0,111.25,115.5,88.2,40.2,47.0,66.25,251.5,180.25,97.0,86.75,63.27,52.43,65.0,78.0,168.0,110.6,80.88,192.0,75.62,72.11,95.0,75.8,75.62,52.09,189.75,110.86,202.33,72.5,110.6,138.2,66.55,86.14,138.2,69.5,93.38,93.38,171.0,110.5,97.12,154.0,116.2,100.0,239.0,66.5,121.75,218.75,218.75,145.6,57.1,109.5,77.86,74.17,36.14,43.14,86.75,78.0,40.33,76.62,NA,82.5,68.5,66.0,93.0,46.3,NA,62.6,54.75,26.11,47.0,NA,29.0,51.38,NA,NA,46.0,64.62,NA,NA,40.12,30.0,NA,NA,54.0,40.17,43.0
gtdb_r207_nrfB,121.14,192.2,175.0,79.6,107.0,138.2,88.75,105.43,90.6,226.0,127.0,144.43,80.88,58.0,128.0,58.0,107.0,147.0,168.0,154.0,110.5,393.5,144.6,168.0,77.86,91.67,154.0,102.0,NA,79.6,72.11,290.0,134.5,127.0,107.0,134.5,179.25,215.0,91.67,227.0,107.0,144.43,347.0,283.5,347.0,175.0,433.0,82.43,104.33,121.75,93.38,116.5,304.0,79.55,191.0,87.33,250.0,93.38,127.0,118.2,84.25,160.0,131.0,128.0,79.6,121.75,134.5,116.5,69.91,79.6,104.33,110.6,74.17,88.75,104.67,80.88,145.6,147.0,154.0,144.43,75.8,127.0,69.33,80.0,226.0,104.33,99.0,NA,80.5,107.0,49.67,61.0,49.86,NA,48.67,58.67,41.0,69.33,71.5,42.46,59.25,35.67,42.0,25.0,NA,38.0,41.17,49.0,36.14,46.0,57.1,88.17,NA,61.67,73.0,NA,NA,25.6,34.14,42.5
gtdb_r207_nrfC,595.2,337.08,578.14,352.33,349.09,408.0,276.71,617.67,453.0,426.1,674.0,365.0,333.55,404.36,465.38,490.6,400.1,482.33,719.5,364.0,523.33,492.67,530.75,348.75,555.0,508.12,464.09,371.75,NA,317.4,438.09,418.0,282.93,735.0,426.1,319.36,496.0,282.0,314.08,409.0,412.91,462.0,796.67,555.0,388.55,438.09,326.43,438.09,400.1,259.75,563.62,541.25,566.43,518.38,780.5,314.08,404.36,616.14,379.15,579.14,564.62,462.5,454.75,330.0,328.5,579.14,564.62,552.88,307.0,247.71,790.2,260.75,365.5,297.27,236.21,280.5,267.25,435.3,242.4,417.0,498.0,400.1,643.86,320.33,158.8,357.1,150.4,189.5,187.75,294.57,247.1,151.67,316.5,142.15,141.06,206.0,284.14,248.0,194.46,334.55,201.21,114.65,244.17,165.62,154.3,132.75,120.0,143.83,185.11,221.11,291.15,147.67,201.33,204.15,190.33,128.0,177.8,173.0,180.0,126.12
gtdb_r207_nrfD,86.75,62.0,110.6,NA,NA,41.0,NA,NA,44.3,38.11,NA,170.33,NA,58.67,36.0,NA,47.12,53.43,NA,94.5,NA,43.0,57.25,70.43,45.0,39.12,58.5,46.12,NA,101.0,NA,77.2,93.0,70.5,37.0,49.86,79.0,121.75,78.0,66.0,57.5,61.67,66.0,48.86,56.5,64.62,52.75,48.1,89.17,73.0,42.6,55.0,68.5,61.88,39.12,47.0,76.5,46.0,52.11,79.0,45.14,57.5,92.0,105.2,82.0,62.0,81.6,46.0,45.75,39.67,46.75,37.67,53.43,29.11,40.12,42.6,39.17,53.5,94.0,37.0,101.0,65.0,54.0,36.0,38.6,50.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gtdb_r207_nrfH,613.0,121.75,218.2,175.0,218.2,175.0,134.5,140.17,154.0,347.0,1275.0,175.0,144.43,992.0,475.5,542.0,175.0,542.0,347.0,144.43,127.0,332.0,433.0,91.67,152.2,283.5,144.43,283.5,NA,144.43,218.75,1129.0,239.0,144.43,183.6,613.0,347.0,104.33,347.0,218.2,613.0,218.2,283.5,192.2,613.0,613.0,393.0,393.0,283.5,175.0,175.0,183.6,192.2,144.43,107.0,250.0,250.0,144.43,70.5,347.0,90.6,154.0,175.0,110.86,175.0,250.0,127.0,168.0,145.75,102.0,145.6,80.0,110.5,104.67,102.0,82.43,90.6,110.86,250.0,145.6,80.0,106.2,128.0,66.0,121.67,125.0,79.0,NA,78.0,144.43,76.0,64.25,68.5,NA,41.0,65.62,62.0,992.0,107.0,62.6,NA,193.5,NA,17.67,NA,33.0,10.75,NA,44.75,63.0,154.0,137.2,180.0,96.0,100.0,NA,NA,27.17,48.86,31.09
gtdb_r207_vnfD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
